"","gender_13","age_13","manager_13","func_13","annual_salary_13","bonus_13","gender_14","age_14","manager_14","func_14","annual_salary_14","bonus_14","num_email_total","num_targets_total","num_words_total","num_warmth_words_total","num_competence_words_total","per_warmth_total","per_competence_total","num_weekday_total","num_weekend_total","num_email_within","num_targets_within","num_words_within","num_warmth_words_within","num_competence_words_within","per_warmth_within","per_competence_within","num_email_across","num_targets_across","num_words_across","num_warmth_words_across","num_competence_words_across","per_warmth_across","per_competence_across","company_13","company_14"
"1824",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,59,21,939,16,41,0.0170394036208733,0.0436634717784878,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825",NA,NA,NA,"",60664.65,6066.465,NA,NA,NA,"",60664.65,NA,26,11,869,52,90,0.0598388952819333,0.103567318757192,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826",1,47,0,"Sourcing",83877.04,8387.704,1,48,0,"Strategic Logistic Solutions (SLS)",95587.96,9558.8,86,33,2195,90,96,0.041002277904328,0.0437357630979499,73,13,69,19,1622,64,78,0.0394574599260173,0.0480887792848335,2,1,73,2,0,0.0273972602739726,0,"Luxury","Luxury"
"1827",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,55,18,1063,34,62,0.0319849482596425,0.0583254938852305,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,2,2,36,2,1,0.0555555555555556,0.0277777777777778,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829",NA,NA,NA,"",58094.4,0,NA,NA,NA,"",59259.2,NA,1,1,23,1,1,0.0434782608695652,0.0434782608695652,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,12,1,0,0.0833333333333333,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831",NA,NA,NA,"",52772.72,2110.9088,NA,NA,NA,"",49414.56,1976.58,84,23,2054,64,112,0.0311587147030185,0.0545277507302824,83,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,17,6,704,21,46,0.0298295454545455,0.0653409090909091,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833",1,34,0,"Sourcing",53694.94,2684.747,1,36,0,"Manufacturing Professionals",55842.8,2792.14,213,38,3739,258,237,0.0690024070607114,0.0633859320673977,192,21,204,31,3604,249,226,0.0690899001109878,0.062708102108768,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1834",0,44,0,"Global Product Engineering & Safety",128726.85,19309.0275,1,42,1,"Sourcing",133554.11,20033.12,82,39,2177,134,87,0.0615525953146532,0.0399632521819017,82,0,35,15,938,59,27,0.0628997867803838,0.0287846481876333,35,16,985,62,50,0.0629441624365482,0.050761421319797,"Standard","Standard"
"1835",NA,NA,NA,"",101287.3,30386.19,NA,NA,NA,"",103313.05,36159.57,155,59,5532,189,219,0.0341648590021692,0.039587852494577,148,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836",NA,NA,NA,"",95338.22,0,1,59,0,"Global Product Development",104872.04,10487.2,89,32,2527,78,107,0.0308666402849228,0.0423426988523941,89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard"
"1837",1,28,0,"Global Product Development",NA,NA,NA,NA,NA,"",NA,NA,49,21,1722,75,76,0.0435540069686411,0.0441347270615563,45,4,32,14,896,47,37,0.0524553571428571,0.0412946428571429,2,2,136,3,11,0.0220588235294118,0.0808823529411765,"Luxury",NA
"1838",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,5,2,249,6,14,0.0240963855421687,0.0562248995983936,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,22,14,285,29,12,0.101754385964912,0.0421052631578947,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840",1,39,0,"Marketing",118568.9,17785.335,1,40,0,"Global Product Development",122600.24,18390.04,136,45,3461,164,138,0.0473851488009246,0.0398728691129731,133,3,99,25,2612,123,111,0.0470903522205207,0.0424961715160796,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1841",0,50,0,"Strategic Logistic Solutions (SLS)",69099.67,3454.9835,0,52,0,"Sourcing",73307.84,7330.78,251,97,6074,296,382,0.0487323016134343,0.0628910108659862,249,2,155,64,3660,188,224,0.0513661202185792,0.0612021857923497,16,2,610,29,19,0.0475409836065574,0.0311475409836066,"Standard","Standard"
"1842",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,12,6,110,8,2,0.0727272727272727,0.0181818181818182,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843",0,24,0,"Other",40215.5,1608.62,0,25,0,"Accounting",51699.96,2068,122,46,3495,319,126,0.0912732474964235,0.0360515021459227,122,0,79,24,2297,208,75,0.0905528950805398,0.0326512842838485,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1844",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,16,1,1,0.0625,0.0625,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845",1,62,0,"Sourcing",65948.23,6594.823,1,63,0,"Manufacturing Professionals",67926.68,6792.67,12,5,266,13,3,0.0488721804511278,0.0112781954887218,12,0,5,3,114,6,0,0.0526315789473684,0,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1846",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,16,3,1219,33,62,0.0270713699753897,0.0508613617719442,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,3,3,98,4,11,0.0408163265306122,0.112244897959184,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,66,12,1235,66,90,0.0534412955465587,0.0728744939271255,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849",1,57,0,"Sourcing",NA,NA,NA,NA,NA,"",NA,NA,4,4,107,2,5,0.0186915887850467,0.0467289719626168,4,0,3,3,45,1,2,0.0222222222222222,0.0444444444444444,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
"1850",1,44,0,"Other",54745.6,2189.824,NA,NA,NA,"",50835.2,2033.41,15,3,213,1,25,0.00469483568075117,0.117370892018779,15,0,14,2,199,1,22,0.0050251256281407,0.110552763819095,NA,NA,NA,NA,NA,NA,NA,"Luxury",NA
"1851",NA,NA,NA,"",NA,NA,NA,NA,0,"Global Product Development",63315.2,6331.52,15,8,301,13,32,0.0431893687707641,0.106312292358804,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxury"
"1852",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,89,19,2021,37,106,0.0183077684314696,0.0524492825333993,89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,90,3,1,0.0333333333333333,0.0111111111111111,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854",1,33,0,"Sourcing",73465.7,7346.57,1,34,0,"Manufacturing Professionals",75890.07,7589.01,29,15,593,8,30,0.0134907251264755,0.0505902192242833,28,1,28,14,576,8,28,0.0138888888888889,0.0486111111111111,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1855",NA,NA,NA,"",45776.38,6866.457,NA,NA,NA,"",48276.28,7241.44,20,9,741,17,26,0.0229419703103914,0.0350877192982456,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,3,3,40,0,1,0,0.025,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857",1,38,0,"Sourcing",78300.34,7830.034,1,40,0,"Manufacturing Professionals",80571.05,8057.11,15,8,409,9,15,0.0220048899755501,0.0366748166259169,15,0,13,7,358,7,10,0.0195530726256983,0.0279329608938547,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1858",NA,NA,NA,"",65250.12,9787.518,NA,NA,NA,"",66555.06,3327.75,50,16,987,61,71,0.0618034447821682,0.07193515704154,46,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859",NA,NA,NA,"",57283.2,2291.328,NA,NA,NA,"",62795.2,2511.81,5,4,232,4,4,0.0172413793103448,0.0172413793103448,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,7,4,427,14,18,0.0327868852459016,0.0421545667447307,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861",1,44,0,"Information Technology",54040.93,0,1,46,0,"Information Technology",55391.95,NA,65,34,2349,120,135,0.0510855683269476,0.0574712643678161,58,7,40,21,1461,81,90,0.0554414784394251,0.0616016427104723,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1862",NA,NA,NA,"",27768,1110.72,1,45,0,"Customer Service",28828.8,1153.15,57,17,1026,48,56,0.0467836257309941,0.0545808966861598,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxury"
"1863",NA,NA,0,"Sourcing",152868.66,30573.732,1,66,1,"Manufacturing Professionals",157301.85,31460.37,88,31,1801,90,68,0.0499722376457524,0.0377568017767907,87,1,81,25,1599,72,54,0.0450281425891182,0.0337711069418387,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1864",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,5,5,150,0,10,0,0.0666666666666667,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865",NA,NA,NA,"",69547.76,20864.328,NA,NA,NA,"",84917.81,29721.23,29,15,1073,42,81,0.0391425908667288,0.0754892823858341,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,6,5,116,4,7,0.0344827586206897,0.0603448275862069,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867",NA,NA,NA,"",76000,22800,NA,NA,NA,"",77900,NA,35,11,1265,39,95,0.0308300395256917,0.075098814229249,26,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1868",1,35,0,"Marketing",132049.01,19807.3515,1,36,1,"Marketing",180250,54075,69,41,2748,84,135,0.0305676855895196,0.0491266375545851,67,2,21,15,696,16,40,0.0229885057471264,0.0574712643678161,13,6,682,17,35,0.0249266862170088,0.0513196480938416,"Standard","Standard"
"1869",1,25,0,"Corporate Finance",45999.98,1839.9992,1,27,0,"Financial Planning Analysis (FP&A)",46862.4,1874.5,21,8,491,17,31,0.0346232179226069,0.0631364562118126,21,0,15,7,297,10,17,0.0336700336700337,0.0572390572390572,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1870",NA,NA,NA,"",49439.78,7415.967,NA,NA,NA,"",55000.66,19250.23,24,12,1213,58,80,0.0478153338829349,0.0659521846661171,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,60,10,1125,44,74,0.0391111111111111,0.0657777777777778,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1872",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,63,26,1990,135,131,0.0678391959798995,0.0658291457286432,53,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,13,8,437,21,28,0.0480549199084668,0.0640732265446224,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874",1,30,0,"Customer Service",26436.8,1057.472,1,32,0,"Customer Service",27435.2,1097.41,71,37,2739,104,108,0.0379700620664476,0.0394304490690033,59,12,54,24,1919,75,68,0.0390828556539864,0.0354351224596144,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1875",0,43,0,"Global Product Engineering & Safety",105679.86,10567.986,0,45,0,"Global Product Engineering & Safety",112115.64,11211.56,219,65,6967,438,353,0.0628678053681642,0.0506674321802785,215,4,170,39,5314,314,266,0.059089198343997,0.0500564546480994,9,4,356,27,14,0.0758426966292135,0.0393258426966292,"Luxury","Luxury"
"1876",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,3,2,96,6,5,0.0625,0.0520833333333333,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877",1,52,1,"Other",55652.23,0,0,58,0,"Customer Service",58468.24,NA,311,85,7286,233,547,0.0319791380730167,0.0750754872357947,311,0,179,58,4031,138,308,0.0342346812205408,0.0764078392458447,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1878",NA,NA,NA,"",NA,NA,NA,NA,NA,"",50000.16,NA,19,12,807,28,59,0.0346964064436183,0.0731102850061958,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879",NA,NA,NA,"",175781.83,43945.4575,NA,NA,NA,"",175781.83,NA,139,44,5069,228,299,0.0449792858551983,0.0589859932925626,132,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880",1,52,0,"Sourcing",65075.96,6507.596,NA,NA,NA,"",66963.16,6696.32,1,1,9,0,1,0,0.111111111111111,1,0,1,1,9,0,1,0,0.111111111111111,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
"1881",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,151,37,5317,241,269,0.0453263118299793,0.0505924393454956,148,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882",NA,NA,NA,"",171270,51381,NA,NA,NA,"",175551.75,NA,269,64,6318,278,333,0.0440012662234884,0.0527065527065527,251,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883",NA,NA,NA,"",192506.86,48126.715,NA,NA,NA,"",198281.98,59484.59,243,44,8004,391,450,0.0488505747126437,0.0562218890554723,238,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884",NA,NA,NA,"",45000.02,6750.003,NA,NA,NA,"",47499.92,7124.99,32,16,1275,40,69,0.0313725490196078,0.0541176470588235,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,16,8,280,11,18,0.0392857142857143,0.0642857142857143,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886",NA,NA,NA,"",86295,25888.5,NA,NA,NA,"",96910.7,33918.75,84,17,2838,76,124,0.0267794221282593,0.04369274136716,82,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887",NA,NA,NA,"",143619,21542.85,NA,NA,NA,"",147209.48,22081.42,56,25,1222,43,89,0.0351882160392799,0.0728314238952537,54,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888",NA,NA,NA,"",93906.14,28171.842,NA,NA,NA,"",108330.13,37915.55,55,26,1440,58,75,0.0402777777777778,0.0520833333333333,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889",0,41,0,"Other",72108.24,7210.824,0,43,0,"Accounting",74343.6,7434.36,60,21,1452,66,89,0.0454545454545455,0.0612947658402204,60,0,54,18,1275,58,78,0.0454901960784314,0.0611764705882353,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1890",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,190,54,5368,372,228,0.0692995529061103,0.0424739195230999,179,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,77,14,3296,93,218,0.0282160194174757,0.0661407766990291,73,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,3,3,33,3,1,0.0909090909090909,0.0303030303030303,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,17,17,272,0,0,0,0,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,117,23,4734,236,121,0.0498521335023236,0.025559780312632,117,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895",1,54,1,"Corporate Finance",116805.31,17520.7965,1,55,1,"Global Product Engineering & Safety",120309.47,18046.42,50,25,2212,99,97,0.044755877034358,0.0438517179023508,50,0,41,22,1814,86,73,0.0474090407938258,0.0402425578831312,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1896",NA,NA,NA,"",61799.92,3089.996,NA,NA,NA,"",61799.92,3090,193,18,5083,182,248,0.0358056265984655,0.0487900845957112,188,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,5,3,64,1,2,0.015625,0.03125,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,4,3,72,1,2,0.0138888888888889,0.0277777777777778,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,83,3,1374,0,0,0,0,56,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,129,25,5540,104,261,0.0187725631768953,0.0471119133574007,127,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,205,97,5754,267,392,0.0464025026068822,0.0681265206812652,202,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1902",NA,NA,NA,"",110317.2,33095.16,NA,NA,NA,"",128124.93,44843.73,21,14,654,17,27,0.0259938837920489,0.0412844036697248,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903",NA,NA,NA,"",41427.38,0,0,43,0,"Customer Service",42670.2,NA,177,57,4540,118,316,0.0259911894273128,0.0696035242290749,177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard"
"1904",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,4,4,178,16,9,0.0898876404494382,0.050561797752809,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905",1,44,0,"Sourcing",61388.63,3069.4315,1,46,0,"Forecasting and Planning",61388.63,6138.86,56,24,1150,29,52,0.0252173913043478,0.0452173913043478,56,0,45,20,958,26,45,0.0271398747390397,0.046972860125261,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1906",NA,NA,0,"Sourcing",58822.4,2352.896,NA,NA,NA,"",55619.2,2224.77,16,5,391,9,22,0.0230179028132992,0.0562659846547315,16,0,11,4,229,5,17,0.0218340611353712,0.074235807860262,NA,NA,NA,NA,NA,NA,NA,"Luxury",NA
"1907",1,51,0,"Global Product Engineering & Safety",71013,7101.3,1,53,0,"Manufacturing Professionals",73143.39,7314.34,30,10,1408,24,97,0.0170454545454545,0.0688920454545455,30,0,10,3,375,6,25,0.016,0.0666666666666667,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1908",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,3,3,7,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909",1,69,0,"Global Product Engineering & Safety",72100.08,3605.004,1,71,0,"Manufacturing Professionals",74263.02,3713.15,44,17,1010,28,63,0.0277227722772277,0.0623762376237624,44,0,24,11,490,14,33,0.0285714285714286,0.0673469387755102,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1910",1,36,0,"Corporate Finance",87211.8,8721.18,1,38,0,"Accounting",91223.6,9122.36,262,66,6901,461,384,0.0668019127662658,0.0556441095493407,261,1,205,50,5344,362,317,0.0677395209580838,0.0593188622754491,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1911",1,41,0,"Information Technology",94267.42,9426.742,1,42,0,"Information Technology",97566.82,9756.68,104,33,2668,100,138,0.0374812593703148,0.0517241379310345,104,0,61,18,1326,46,76,0.0346907993966818,0.057315233785822,2,1,124,6,2,0.0483870967741935,0.0161290322580645,"Luxury","Luxury"
"1912",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,18,3,185,11,16,0.0594594594594595,0.0864864864864865,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1913",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,3,1,3,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914",NA,NA,NA,"",64472.03,6447.203,NA,NA,NA,"",64472.03,NA,14,8,523,22,42,0.0420650095602294,0.0803059273422562,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1915",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,23,5,580,52,11,0.0896551724137931,0.0189655172413793,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,63,24,3381,123,175,0.036379769299024,0.05175983436853,54,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917",NA,NA,NA,"",100531.34,25132.835,NA,NA,NA,"",100531.34,35185.97,59,23,1739,56,55,0.0322024151811386,0.031627372052904,54,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918",0,26,0,"Marketing",24252.8,970.112,0,28,0,"Direct to Consumer (DTC)",24814.4,992.58,200,28,4376,101,247,0.0230804387568556,0.0564442413162706,135,65,119,22,2744,68,165,0.0247813411078717,0.060131195335277,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1919",0,37,0,"Strategic Logistic Solutions (SLS)",39999.96,1599.9984,0,39,0,"Forecasting and Planning",40999.92,1640,175,32,4024,113,246,0.0280815109343936,0.0611332007952286,174,1,113,21,2445,70,171,0.0286298568507157,0.0699386503067485,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1920",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,77,34,1225,43,42,0.0351020408163265,0.0342857142857143,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,28,8,790,57,40,0.0721518987341772,0.0506329113924051,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922",NA,NA,0,"Sourcing",61311.46,3065.573,1,51,0,"Forecasting and Planning",63733.26,3186.66,80,23,2300,81,72,0.0352173913043478,0.031304347826087,80,0,57,18,1413,57,57,0.0403397027600849,0.0403397027600849,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1923",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,32,0,2,0,0.0625,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924",1,63,0,"Corporate Finance",50834.35,0,1,65,0,"Corporate Finance",52359.38,NA,64,32,1301,36,95,0.0276710222905457,0.0730207532667179,64,0,32,15,512,20,39,0.0390625,0.076171875,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1925",0,55,0,"Corporate Finance",67148.86,6714.886,NA,NA,NA,"",69163.33,6916.33,55,37,1553,9,67,0.00579523502897617,0.0431423052157115,55,0,49,31,1334,8,57,0.00599700149925037,0.0427286356821589,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
"1926",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,46,22,1652,98,94,0.0593220338983051,0.0569007263922518,43,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927",NA,NA,NA,"",46349.94,6952.491,NA,NA,NA,"",48849.84,7327.48,59,22,1626,54,87,0.033210332103321,0.0535055350553506,48,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1928",1,44,1,"Corporate Finance",95691.75,9569.175,1,46,0,"Information Technology",98562.5,9856.25,220,64,7591,355,452,0.0467659069951258,0.0595441970754841,215,5,152,30,4956,225,295,0.0453995157384988,0.0595238095238095,4,2,176,7,10,0.0397727272727273,0.0568181818181818,"Standard","Standard"
"1929",1,66,0,"Sourcing",61599.37,0,NA,NA,NA,"",63139.35,NA,36,15,407,13,23,0.0319410319410319,0.0565110565110565,36,0,14,6,144,9,8,0.0625,0.0555555555555556,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
"1930",NA,NA,NA,"",NA,NA,NA,NA,NA,"",50500.06,NA,1,1,40,2,3,0.05,0.075,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
